antracit	SUBST	SXTOFO	antracito	N	KF	NLM	3	P	# OK 鉱物: 無煙炭 [PEJVO]
antropologi	SUBST	SCIENCO	antropologio	N	KF	NLM	3	P	# OK 科学: 人類学 [PEJVO一般語]
antropolog	SUBST	PROFESIO	antropologo	N	KF	NLM	3	P	# OK 職業: 人類学者 [PEJVO一般語]
aort	SUBST	ANATOMIO	aorto	N	KF	NLM	3	P	# OK 解剖: 大動脈 [PEJVO一般語]
apanag^	SUBST	N	apanaĝo	N	KF	NLM	4	P	# OK 歴史: 領地(王族の) [PEJVO]
apart	ADJ	N	aparta	N	KF	NLM	2	P	# OK 形容詞: 別の、特別の [PEJVO基本語]
apati	SUBST	N	apatio	N	KF	NLM	3	P	# OK 名詞: 無感動、無関心 [PEJVO一般語]
aperitiv	SUBST	TRINKAJXO	aperitivo	N	KF	NLM	3	P	# OK 飲料: 食前酒 [PEJVO一般語]
apetit	SUBST	N	apetito	N	KF	NLM	2	P	# OK 名詞: 食欲 [PEJVO基本語]
apik	ADJ	N	apika	N	KF	NLM	3	P	# OK 形容詞: 垂直に切立った [PEJVO]
apolog	SUBST	N	apologo	N	KF	NLM	3	P	# OK 文学: 寓話 [PEJVO一般語]
apopleksi	SUBST	MALSANO	apopleksio	N	KF	NLM	3	P	# OK 医学: 脳卒中 [PEJVO一般語]
