# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
cirkonvalaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:cirkonvalacio
cirkumflekŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:cirkumflekŝo
cirsi	SUBST	N	N	N	KF	NLM	3	R	# PIV:cirsio
cistein	SUBST	N	N	N	KF	NLM	3	R	# PIV:cisteino
cisticerk	SUBST	N	N	N	KF	NLM	3	R	# PIV:cisticerko
cisticerkoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:cisticerkozo
cistin	SUBST	N	N	N	KF	NLM	3	R	# PIV:cistino
cistocel	SUBST	N	N	N	KF	NLM	3	R	# PIV:cistocelo
cistopterid	SUBST	N	N	N	KF	NLM	3	R	# PIV:cistopterido
cistron	SUBST	N	N	N	KF	NLM	3	R	# PIV:cistrono
citin	SUBST	N	N	N	KF	NLM	3	R	# PIV:citino
citofilakt	SUBST	N	N	N	KF	NLM	3	R	# PIV:citofilakto
citokinin	SUBST	N	N	N	KF	NLM	3	R	# PIV:citokinino
citokrom	SUBST	N	N	N	KF	NLM	3	R	# PIV:citokromo
citologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:citologio
citolog	SUBST	N	N	N	KF	NLM	3	R	# PIV:citologo
citoskelet	SUBST	N	N	N	KF	NLM	3	R	# PIV:citoskeleto
citosol	SUBST	N	N	N	KF	NLM	3	R	# PIV:citosolo
citotrop	ADJ	N	N	N	KF	NLM	3	R	# PIV:citotropa
citozin	SUBST	N	N	N	KF	NLM	3	R	# PIV:citozino
citoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:citozo
citral	SUBST	N	N	N	KF	NLM	3	R	# PIV:citralo
citrolin	SUBST	N	N	N	KF	NLM	3	R	# PIV:citrolino
citronelal	SUBST	N	N	N	KF	NLM	3	R	# PIV:citronelalo
citronel	SUBST	N	N	N	KF	NLM	3	R	# PIV:citronelo
cium	VERBO	N	X	N	KF	NLM	3	R	# PIV:ciumi
civetikt	SUBST	N	N	N	KF	NLM	3	R	# PIV:civetikto
ciĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:ciĉo
cumec	ADJ	N	N	N	KF	NLM	3	R	# PIV:cumeca
cum	SUBST	N	N	N	KF	NLM	3	R	# PIV:cumo
dab	VERBO	N	X	N	KF	NLM	3	R	# PIV:dabi
dabing	SUBST	N	N	N	KF	NLM	3	R	# PIV:dabingo
dadaist	SUBST	N	N	N	KF	NLM	3	R	# PIV:dadaisto
dagerotipi	SUBST	N	N	N	KF	NLM	3	R	# PIV:dagerotipio
dajmonism	SUBST	N	N	N	KF	NLM	3	R	# PIV:dajmonismo
dajmon	SUBST	N	N	N	KF	NLM	3	R	# PIV:dajmono
dakrioadenit	SUBST	N	N	N	KF	NLM	3	R	# PIV:dakrioadenito
dakriocistit	SUBST	N	N	N	KF	NLM	3	R	# PIV:dakriocistito
dakriocist	SUBST	N	N	N	KF	NLM	3	R	# PIV:dakriocisto
daktilis	SUBST	N	N	N	KF	NLM	3	R	# PIV:daktiliso
daktiloskopi	SUBST	N	N	N	KF	NLM	3	R	# PIV:daktiloskopio
dalbergi	SUBST	N	N	N	KF	NLM	3	R	# PIV:dalbergio
daltonul	SUBST	N	N	N	KF	NLM	3	R	# PIV:daltonulo
damar	SUBST	N	N	N	KF	NLM	3	R	# PIV:damaro
