aren	SUBST	LOKO	areno	N	KF	NLM	3	P	# OK 場所: 闘技場、競争の場 [PEJVO一般語]
argil	SUBST	SXTOFO	argilo	N	KF	NLM	3	P	# OK 物質: 粘土 [PEJVO一般語]
argument	SUBST	N	argumento	N	KF	NLM	3	P	# OK 名詞: 論証、論拠 [PEJVO一般語]
ari	SUBST	MUZIKO	ario	N	KF	NLM	3	P	# OK 音楽: アリア [PEJVO一般語]
aristokrat	SUBST	N	aristokrato	N	KF	NLM	3	P	# OK 名詞: 貴族 [PEJVO一般語]
arkad	SUBST	ARKITEKTURO	arkado	N	KF	NLM	3	P	# OK 建築: アーケード [PEJVO一般語]
arkipelag	SUBST	GEOGRAFIO	arkipelago	N	KF	NLM	3	P	# OK 地理: 群島 [PEJVO一般語]
arkitekt	SUBST	PROFESIO	arkitekto	N	KF	NLM	3	P	# OK 職業: 建築家 [PEJVO一般語]
arkitektur	SUBST	ARTO	arkitekturo	N	KF	NLM	3	P	# OK 芸術: 建築術 [PEJVO一般語]
arkiv	SUBST	N	arkivo	N	KF	NLM	3	P	# OK 名詞: 古文書、アーカイブ [PEJVO一般語]
armatur	SUBST	N	armaturo	N	KF	NLM	3	P	# OK 建築: 骨組、鉄筋 [PEJVO]
arme	SUBST	N	armeo	N	KF	NLM	2	P	# OK 名詞: 軍隊 [PEJVO基本語]
