abolici	VERBO	N	abolicii	X	KF	NLM	2	P	# OK 動詞: (法律を)廃止する [PEJVO: abolici/i]
aborigen	SUBST	N	aborigeno	N	KF	NLM	3	P	# OK 名詞: 原住民 [PEJVO: aborigen/o]
abstemi	SUBST	N	abstemio	N	KF	NLM	3	P	# OK 名詞: 節制 [PEJVO: abstemi/o]
abstinenc	SUBST	N	abstinenko	N	KF	NLM	3	P	# OK 名詞: 節制、禁欲 [PEJVO: abstinenc/o]
acetat	SUBST	KEMIAJXO	acetato	N	KF	NLM	3	P	# OK 化学: 酢酸塩 [PEJVO: acetat/o]
acetil	SUBST	KEMIAJXO	acetilo	N	KF	NLM	3	P	# OK 化学: アセチル基 [PEJVO: acetil/o]
acetilen	SUBST	KEMIAJXO	acetileno	N	KF	NLM	3	P	# OK 化学: アセチレン [PEJVO: acetilen/o]
aceton	SUBST	KEMIAJXO	acetono	N	KF	NLM	3	P	# OK 化学: アセトン [PEJVO: aceton/o]
adenin	SUBST	KEMIAJXO	adenino	N	KF	NLM	3	P	# OK 化学: アデニン(DNA塩基) [PEJVO: adenin/o]
adenozin	SUBST	KEMIAJXO	adenozino	N	KF	NLM	3	P	# OK 化学: アデノシン [PEJVO: adenozin/o]
adjudik	VERBO	N	adjudiki	X	KF	NLM	3	P	# OK 動詞: 競争入札にかける [PEJVO: adjudik/i]
adonid	SUBST	PLANTO	adonido	N	KF	NLM	3	P	# OK 植物: フクジュソウ属 [PEJVO: adonid/o]
adsorb	VERBO	N	adsorbi	X	KF	NLM	3	P	# OK 動詞: 吸着する [PEJVO: adsorb/i]
aerofagi	SUBST	MALSANO	aerofagio	N	KF	NLM	3	P	# OK 医学: 空気嚥下症 [PEJVO: aerofagi/o]
aerometr	SUBST	ILO	aerometro	N	KF	NLM	3	P	# OK 器具: 気量計 [PEJVO: aerometr/o]
agapant	SUBST	PLANTO	agapanto	N	KF	NLM	3	P	# OK 植物: アガパンサス属 [PEJVO: agapant/o]
agnostikism	SUBST	N	agnostikismo	N	KF	NLM	3	P	# OK 哲学: 不可知論 [PEJVO: agnostikism/o]
agreg	VERBO	N	agregi	X	KF	NLM	3	P	# OK 動詞: 集める [PEJVO: agreg/i]
agresiv	ADJ	N	agresiva	N	KF	NLM	2	P	# OK 形容詞: 攻撃的な [PEJVO: agresiv/a]
akaj^u	SUBST	PLANTO	kaĵuo	N	KF	NLM	3	P	# OK 植物: カシュー [PEJVO: akaj^u/o]
