ampermetr	SUBST	ILO	ampermetro	N	KF	NLM	3	P	# OK 器具: 電流計 [PEJVO]
amplitud	SUBST	N	amplitudo	N	KF	NLM	3	P	# OK 物理: 振幅 [PEJVO]
ampol	SUBST	N	ampolo	N	KF	NLM	2	P	# OK 名詞: アンプル、電球 [PEJVO基本語]
anafilaksi	SUBST	MALSANO	anafilaksio	N	KF	NLM	3	P	# OK 医学: アナフィラキシー [PEJVO]
anakronism	SUBST	N	anakronismo	N	KF	NLM	3	P	# OK 名詞: 時代錯誤 [PEJVO一般語]
analfabet	SUBST	N	analfabeto	N	KF	NLM	3	P	# OK 名詞: 非識字者 [PEJVO]
ananas	SUBST	FRUKTO	ananaso	N	KF	NLM	3	P	# OK 果物: パイナップル [PEJVO一般語]
anastigmat	SUBST	N	anastigmato	N	KF	NLM	4	P	# OK 写真: アナスティグマート [PEJVO]
anatom	SUBST	PROFESIO	anatomo	N	KF	NLM	3	P	# OK 職業: 解剖学者 [PEJVO]
anekdot	SUBST	N	anekdoto	N	KF	NLM	2	P	# OK 名詞: 逸話 [PEJVO基本語]
aneks	VERBO	N	aneksi	X	KF	NLM	3	P	# OK 動詞: 併合する [PEJVO一般語]
anemometr	SUBST	ILO	anemometro	N	KF	NLM	3	P	# OK 器具: 風速計 [PEJVO]
aneroid	ADJ	N	aneroida	N	KF	NLM	4	P	# OK 形容詞: アネロイドの [PEJVO]
anestez	SUBST	N	anestezio	N	KF	NLM	3	P	# OK 医学: 麻酔 [PEJVO]
