# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
faktis	SUBST	N	N	N	KF	NLM	3	R	# PIV:faktiso
faktot	SUBST	N	N	N	KF	NLM	3	R	# PIV:faktoto
fakultativ	ADJ	N	N	N	KF	NLM	3	R	# PIV:fakultativa
fakult	SUBST	N	N	N	KF	NLM	3	R	# PIV:fakulto
falangeredoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:falangeredoj
falanster	SUBST	N	N	N	KF	NLM	3	R	# PIV:falanstero
falanĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:falanĝo
falarid	SUBST	N	N	N	KF	NLM	3	R	# PIV:falarido
falenops	SUBST	N	N	N	KF	NLM	3	R	# PIV:falenopso
falkedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:falkedoj
faloid	ADJ	N	N	N	KF	NLM	3	R	# PIV:faloida
falunej	SUBST	N	N	N	KF	NLM	3	R	# PIV:falunejo
falun	VERBO	N	X	N	KF	NLM	3	R	# PIV:faluni
falun	SUBST	N	N	N	KF	NLM	3	R	# PIV:faluno
falus	ADJ	N	N	N	KF	NLM	3	R	# PIV:falusa
falusec	ADJ	N	N	N	KF	NLM	3	R	# PIV:faluseca
falus	SUBST	N	N	N	KF	NLM	3	R	# PIV:faluso
falv	ADJ	N	N	N	KF	NLM	3	R	# PIV:falva
falĉator	SUBST	N	N	N	KF	NLM	3	R	# PIV:falĉatoro
fanariot	SUBST	N	N	N	KF	NLM	3	R	# PIV:fanarioto
faner	SUBST	N	N	N	KF	NLM	3	R	# PIV:fanero
fanerozoik	SUBST	N	N	N	KF	NLM	3	R	# PIV:fanerozoiko
fang	SUBST	N	N	N	KF	NLM	3	R	# PIV:fango
fanon	SUBST	N	N	N	KF	NLM	3	R	# PIV:fanono
fantasi	SUBST	N	N	N	KF	NLM	3	R	# PIV:fantasio
fantasm	SUBST	N	N	N	KF	NLM	3	R	# PIV:fantasmo
fantast	ADJ	N	N	N	KF	NLM	3	R	# PIV:fantasta
fantast	SUBST	N	N	N	KF	NLM	3	R	# PIV:fantasto
faringoskopi	SUBST	N	N	N	KF	NLM	3	R	# PIV:faringoskopio
farnezol	SUBST	N	N	N	KF	NLM	3	R	# PIV:farnezolo
farnient	SUBST	N	N	N	KF	NLM	3	R	# PIV:farniento
farŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:farŝo
fasmuloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fasmuloj
fazanedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fazanedoj
fazeolus	SUBST	N	N	N	KF	NLM	3	R	# PIV:fazeoluso
faĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:faĉo
faĝer	SUBST	N	N	N	KF	NLM	3	R	# PIV:faĝero
faĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:faĝo
faŭci	SUBST	N	N	N	KF	NLM	3	R	# PIV:faŭcio
faŭltlip	SUBST	N	N	N	KF	NLM	3	R	# PIV:faŭltlipo
faŭlt	SUBST	N	N	N	KF	NLM	3	R	# PIV:faŭlto
faŭltspegul	SUBST	N	N	N	KF	NLM	3	R	# PIV:faŭltspegulo
faŭvism	SUBST	N	N	N	KF	NLM	3	R	# PIV:faŭvismo
feak	SUBST	N	N	N	KF	NLM	3	R	# PIV:feako
federalism	SUBST	N	N	N	KF	NLM	3	R	# PIV:federalismo
feldmarŝal	SUBST	N	N	N	KF	NLM	3	R	# PIV:feldmarŝalo
feldspatoid	SUBST	N	N	N	KF	NLM	3	R	# PIV:feldspatoido
feltiz	VERBO	N	X	N	KF	NLM	3	R	# PIV:feltizi
femin	ADJ	N	N	N	KF	NLM	3	R	# PIV:femina
femin	SUBST	N	N	N	KF	NLM	3	R	# PIV:femino
femt	SUBST	N	N	N	KF	NLM	3	R	# PIV:femto
fenantren	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenantreno
fenciklidin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenciklidino
fenestrum	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenestrumo
fenetol	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenetolo
fenikacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenikacoj
