dekad	SUBST	N	dekado	N	KF	NLM	4	P	# OK 時間: 旬、10日間 [PEJVO専門語]
dekagram	SUBST	MEZURUNUO	dekagramo	N	KF	NLM	3	P	# OK 単位: デカグラム [PEJVO一般語]
dekalitr	SUBST	MEZURUNUO	dekalitro	N	KF	NLM	3	P	# OK 単位: デカリットル [PEJVO一般語]
dekametr	SUBST	MEZURUNUO	dekametro	N	KF	NLM	3	P	# OK 単位: デカメートル [PEJVO一般語]
delft	SUBST	N	delftaĵo	N	KF	NLM	4	P	# OK 工芸: デルフト陶器 [PEJVO専門語]
demograf	SUBST	PROFESIO	demografo	N	KF	NLM	4	P	# OK 職業: 人口統計学者 [PEJVO専門語]
demoraliz	VERBO	N	T	N	KF	NLM	4	P	# OK 動詞: 士気をくじく [PEJVO専門語]
denominaci	SUBST	N	denominacio	N	KF	NLM	4	P	# OK 経済: デノミネーション [PEJVO専門語]
densometr	SUBST	MEZURILO	densometro	N	KF	NLM	4	P	# OK 測定器: 比重計、密度計 [PEJVO専門語]
depresi	SUBST	N	depresio	N	KF	NLM	3	P	# OK 経済/医学: 不況、うつ病 [PEJVO一般語]
dermatit	SUBST	MALSANO	dermatito	N	KF	NLM	4	P	# OK 医学: 皮膚炎 [PEJVO専門語]
dermatolog	SUBST	PROFESIO	dermatologo	N	KF	NLM	4	P	# OK 職業: 皮膚科医 [PEJVO専門語]
