biocenoz	SUBST	N	biocenozo	N	KF	NLM	4	P	# OK 環境: 生物群集 [PEJVO専門語]
biofizik	SUBST	SCIENCO	biofiziko	N	KF	NLM	4	P	# OK 科学: 生物物理学 [PEJVO専門語]
biogeografi	SUBST	SCIENCO	biogeografio	N	KF	NLM	4	P	# OK 科学: 生物地理学 [PEJVO専門語]
biomas	SUBST	N	biomaso	N	KF	NLM	4	P	# OK 環境: バイオマス、生物量 [PEJVO専門語]
biosfer	SUBST	N	biosfero	N	KF	NLM	4	P	# OK 環境: 生物圏 [PEJVO専門語]
biotop	SUBST	N	biotopo	N	KF	NLM	4	P	# OK 環境: ビオトープ、小生活圏 [PEJVO専門語]
birm	ADJ	N	birma	N	KF	NLM	3	P	# OK 地理: ビルマの [PEJVO一般語]
blenoragi	SUBST	MALSANO	blenoragio	N	KF	NLM	4	P	# OK 医学: 淋病 [PEJVO専門語]
blog	SUBST	N	blogo	N	KF	NLM	3	P	# OK 情報: ブログ [PEJVO一般語]
blokhaŭs	SUBST	N	blokhaŭso	N	KF	NLM	4	P	# OK 建築: ブロックハウス [PEJVO専門語]
bodi	SUBST	RELIGIO	bodio	N	KF	NLM	4	P	# OK 宗教: 菩提 [PEJVO専門語]
bohemi	ADJ	N	bohemia	N	KF	NLM	3	P	# OK 地理: ボヘミアの [PEJVO一般語]
