argentin	SUBST	LANDO	argentino	N	KF	NLM	3	P	# OK 地名: アルゼンチン [PEJVO一般語]
ariergard	SUBST	N	ariegardo	N	KF	NLM	3	P	# OK 軍事: 後衛 [PEJVO一般語]
aristotel	SUBST	FILOZOFIO	aristotelo	N	KF	NLM	3	P	# OK 哲学: アリストテレス、アリストテレス主義 [PEJVO一般語]
arkiduk	SUBST	N	arkiduko	N	KF	NLM	3	P	# OK 称号: 大公（旧オーストリア・ロシアの皇子） [PEJVO一般語]
artez	ADJ	N	arteza	N	KF	NLM	4	P	# OK 地質: 被圧地下水の（掘抜き井戸） [PEJVO専門語]
artiŝok	SUBST	LEGOMO	artiŝoko	N	KF	NLM	3	P	# OK 野菜: アーティチョーク [PEJVO一般語]
artritism	SUBST	MALSANO	artritismo	N	KF	NLM	4	P	# OK 医学: 関節病体質 [PEJVO専門語]
arĝent	SUBST	N	arĝento	N	KF	NLM	4	P	# OK 経済: 銀本位制、銀貨主義 [PEJVO専門語]
asembl	SUBST	SCIENCO	asemblo	N	KF	NLM	4	P	# OK 情報科学: アセンブリ言語 [PEJVO専門語]
asiri	SUBST	ETNO	asiro	N	KF	NLM	3	P	# OK 民族: アッシリア [PEJVO一般語]
aski	SUBST	SCIENCO	askio	N	KF	NLM	4	P	# OK 情報科学: ASCII文字コード [PEJVO専門語]
astigmatism	SUBST	MALSANO	astigmatismo	N	KF	NLM	4	P	# OK 医学: 乱視 [PEJVO専門語]
