babel	SUBST	RELIGIO	babelo	N	KF	NLM	4	P	# OK 宗教: バベル、言語の混乱 [PEJVO専門語]
badminton	SUBST	SPORTO	badmintono	N	KF	NLM	3	P	# OK 運動: バドミントン [PEJVO一般語]
baht	SUBST	MONERO	bahto	N	KF	NLM	3	P	# OK 通貨: バーツ（タイ） [PEJVO一般語]
bakanal	SUBST	RELIGIO	bakanalo	N	KF	NLM	4	P	# OK 宗教: バッカス祭、どんちゃん騒ぎ [PEJVO専門語]
bakteriologi	SUBST	SCIENCO	bakterioloĝio	N	KF	NLM	4	P	# OK 科学: 細菌学 [PEJVO専門語]
baktri	ADJ	N	baktria	N	KF	NLM	4	P	# OK 地理: バクトリアの [PEJVO専門語]
balkan	SUBST	GEOGRAFIO	balkano	N	KF	NLM	3	P	# OK 地理: バルカン（半島） [PEJVO一般語]
bandaĝ	SUBST	N	bandaĝo	N	KF	NLM	3	P	# OK 医療: 包帯 [PEJVO一般語]
bandoni	SUBST	MUZIKILO	bandonio	N	KF	NLM	3	P	# OK 楽器: バンドネオン [PEJVO一般語]
banĝ	SUBST	N	banĝo	N	KF	NLM	4	P	# OK 音楽: バング [PEJVO専門語]
barbarism	SUBST	GRAMATIKO	barbarismo	N	KF	NLM	4	P	# OK 文法: 破格な語法・語形 [PEJVO専門語]
barjon	SUBST	N	barjono	N	KF	NLM	4	P	# OK 物理: バリオン（重粒子） [PEJVO専門語]
