dermatologi	SUBST	SCIENCO	N	N	KF	NLM	4	R	# OK 科学: 皮膚科、皮膚病学 [PEJVO専門語]
dermatoz	SUBST	MALSANO	N	N	KF	NLM	4	R	# OK 医学: 皮膚病 [PEJVO専門語]
detektor	SUBST	ILO	N	N	KF	NLM	4	R	# OK 器具: 検波器 [PEJVO専門語]
detonaci	VERBO	N	T	N	KF	NLM	4	R	# OK 動詞: 爆轟させる [PEJVO専門語]
devon	SUBST	N	N	N	KF	NLM	4	R	# OK 地質: デボン紀 [PEJVO専門語]
devoni	SUBST	N	N	N	KF	NLM	4	R	# OK 地質: デボン紀 [PEJVO専門語]
dialektolog	SUBST	PROFESIO	N	N	KF	NLM	4	R	# OK 職業: 方言学者 [PEJVO専門語]
dialektologi	SUBST	SCIENCO	N	N	KF	NLM	4	R	# OK 科学: 方言学 [PEJVO専門語]
diartr	SUBST	ANATOMIO	N	N	KF	NLM	4	R	# OK 解剖: 可動関節 [PEJVO専門語]
dias	SUBST	N	N	N	KF	NLM	4	R	# OK 地質: 二畳系 [PEJVO専門語]
diaskop	SUBST	ILO	N	N	KF	NLM	4	R	# OK 器具: スライド投影器 [PEJVO専門語]
diaterm	ADJ	N	N	N	KF	NLM	4	R	# OK 形容詞: 透熱性の [PEJVO専門語]
