cukcukcikad	SUBST	ANIMALO	cukcukcikado	N	KF	NLM	4	P	# OK 昆虫: ツクツクボウシ(セミの一種) [PEJVO]
dac	SUBST	N	daco	N	KF	NLM	4	P	# OK 歴史: ダキア人(古代民族) [PEJVO]
damask	SUBST	SXTOFO	damasko	N	KF	NLM	3	P	# OK 織物: ダマスク織,どんす [PEJVO一般語]
decibel	SUBST	MEZURUNUO	decibelo	N	KF	NLM	3	P	# OK 単位: デシベル(音の強さ) [PEJVO]
decigram	SUBST	MEZURUNUO	decigramo	N	KF	NLM	3	P	# OK 単位: デシグラム(1/10グラム) [PEJVO一般語]
decilitr	SUBST	MEZURUNUO	decilitro	N	KF	NLM	3	P	# OK 単位: デシリットル(1/10リットル) [PEJVO一般語]
decimetr	SUBST	MEZURUNUO	decimetro	N	KF	NLM	3	P	# OK 単位: デシメートル(1/10メートル) [PEJVO一般語]
defauxlt	SUBST	N	defaŭlto	N	KF	NLM	3	P	# OK 情報: デフォルト,暗黙値 [PEJVO]
dehidraci	SUBST	MALSANO	dehidrac	N	KF	NLM	3	P	# OK 医学: 脱水症 [PEJVO]
deism	SUBST	N	deismo	N	KF	NLM	4	P	# OK 哲学: 理神論 [PEJVO]
deist	SUBST	N	deisto	N	KF	NLM	4	P	# OK 哲学: 理神論者 [PEJVO]
