akvarel	SUBST	N	akvarelo	N	KF	NLM	2	P	# OK 名詞: 水彩画 [PEJVO: akvarel/o]
albatros	SUBST	BIRDO	albatrosbirdo	N	KF	NLM	3	P	# OK 鳥: アホウドリ [PEJVO: albatros/o]
alcion	SUBST	BIRDO	alciono	N	KF	NLM	3	P	# OK 鳥: カワセミ [PEJVO: alcion/o]
alkaloid	SUBST	KEMIAJXO	alkaloido	N	KF	NLM	3	P	# OK 化学: アルカロイド [PEJVO: alkaloid/o]
alkohol	SUBST	KEMIAJXO	alkoholo	N	KF	NLM	2	P	# OK 化学: アルコール [PEJVO: alkohol/o]
alpak	SUBST	ANIMALO	alpako	N	KF	NLM	3	P	# OK 動物: アルパカ [PEJVO: alpak/o]
ambulanc	SUBST	VETURILO	ambulanco	N	KF	NLM	2	P	# OK 乗り物: 救急車 [PEJVO: ambulanc/o]
amen	INTERJ	N	amen	N	KF	NLM	2	P	# OK 間投詞: アーメン [PEJVO: amen]
ametist	SUBST	SXTOFO	ametisto	N	KF	NLM	2	P	# OK 鉱物: 紫水晶 [PEJVO: ametist/o]
amin	SUBST	KEMIAJXO	amino	N	KF	NLM	3	P	# OK 化学: アミン [PEJVO: amin/o]
amnesti	SUBST	N	amnestio	N	KF	NLM	2	P	# OK 名詞: 大赦 [PEJVO: amnesti/o]
amper	SUBST	N	ampero	N	KF	NLM	3	P	# OK 物理: アンペア [PEJVO: amper/o]
