basedov	SUBST	MALSANO	basedovo	N	KF	NLM	4	P	# OK 医学: バセドウ病 [PEJVO専門語]
baŭksit	SUBST	MINERALO	baŭksito	N	KF	NLM	4	P	# OK 鉱物: ボーキサイト [PEJVO専門語]
bekerel	SUBST	MEZURUNUO	bekerelo	N	KF	NLM	4	P	# OK 単位: ベクレル（放射能SI単位） [PEJVO専門語]
beletristik	SUBST	N	beletristiko	N	KF	NLM	3	P	# OK 文学: 文芸研究 [PEJVO一般語]
bengal	ADJ	N	bengala	N	KF	NLM	3	P	# OK 地理: ベンガルの [PEJVO一般語]
benign	ADJ	N	benigna	N	KF	NLM	3	P	# OK 医学: 良性の [PEJVO一般語]
benzoat	SUBST	KEMIAJXO	benzoato	N	KF	NLM	4	P	# OK 化学: 安息香酸塩 [PEJVO専門語]
bibliofili	SUBST	N	bibliofilio	N	KF	NLM	3	P	# OK 趣味: 愛書趣味 [PEJVO一般語]
bikonkav	ADJ	N	bikonkava	N	KF	NLM	4	P	# OK 光学: 両凹の [PEJVO専門語]
bikonveks	ADJ	N	bikonveksa	N	KF	NLM	4	P	# OK 光学: 両凸の [PEJVO専門語]
bimetalism	SUBST	N	bimetalismo	N	KF	NLM	4	P	# OK 経済: 複本位制 [PEJVO専門語]
bio	SUBST	N	bio	N	KF	NLM	3	P	# OK 科学: バイオ（生物関連） [PEJVO一般語]
