astrakan	SUBST	VESTAJXO	astrakano	N	KF	NLM	4	P	# OK 服飾: アストラカン（毛皮） [PEJVO専門語]
astronaŭtik	SUBST	SCIENCO	astronaŭtiko	N	KF	NLM	4	P	# OK 科学: 宇宙飛行学 [PEJVO専門語]
atik	ADJ	N	atika	N	KF	NLM	3	P	# OK 地理: アッティカの（古代ギリシア） [PEJVO一般語]
atletik	SUBST	SPORTO	atletiko	N	KF	NLM	3	P	# OK 運動: 陸上競技 [PEJVO一般語]
atrepsi	SUBST	MALSANO	atrepsio	N	KF	NLM	4	P	# OK 医学: 無栄養症 [PEJVO専門語]
avangard	SUBST	N	avangardo	N	KF	NLM	3	P	# OK 名詞: 前衛（軍事・芸術） [PEJVO一般語]
averaĝ	SUBST	N	averaĝo	N	KF	NLM	3	P	# OK 数学: 平均 [PEJVO一般語]
avers	SUBST	N	averso	N	KF	NLM	4	P	# OK 名詞: 表側（硬貨・メダル） [PEJVO専門語]
aviad	VERBO	N	N	N	KF	NLM	3	P	# OK 動詞: 飛行機で飛ぶ [PEJVO一般語]
azi	ADJ	N	azia	N	KF	NLM	2	P	# OK 地理: アジアの [PEJVO基本語]
aztek	SUBST	ETNO	azteko	N	KF	NLM	3	P	# OK 民族: アステカ族 [PEJVO一般語]
azuki	SUBST	LEGOMO	azukio	N	KF	NLM	3	P	# OK 植物: 小豆（アズキ） [PEJVO一般語]
