# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
diport	SUBST	N	N	N	KF	NLM	3	R	# PIV:diporto
dipterokarpacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dipterokarpacoj
dipterokarp	SUBST	N	N	N	KF	NLM	3	R	# PIV:dipterokarpo
direktism	SUBST	N	N	N	KF	NLM	3	R	# PIV:direktismo
dirk	SUBST	N	N	N	KF	NLM	3	R	# PIV:dirko
disaĝi	SUBST	N	N	N	KF	NLM	3	R	# PIV:disaĝio
disel	SUBST	N	N	N	KF	NLM	3	R	# PIV:diselo
disjunkci	SUBST	N	N	N	KF	NLM	3	R	# PIV:disjunkcio
disked	SUBST	N	N	N	KF	NLM	3	R	# PIV:diskedo
diskomicetoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:diskomicetoj
diskreci	SUBST	N	N	N	KF	NLM	3	R	# PIV:diskrecio
diskriminil	SUBST	N	N	N	KF	NLM	3	R	# PIV:diskriminilo
dismenore	SUBST	N	N	N	KF	NLM	3	R	# PIV:dismenoreo
dism	SUBST	N	N	N	KF	NLM	3	R	# PIV:dismo
disom	ADJ	N	N	N	KF	NLM	3	R	# PIV:disoma
dispne	SUBST	N	N	N	KF	NLM	3	R	# PIV:dispneo
disproporci	SUBST	N	N	N	KF	NLM	3	R	# PIV:disproporcio
dist	ADJ	N	N	N	KF	NLM	3	R	# PIV:dista
distanĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:distanĉo
distribuci	SUBST	N	N	N	KF	NLM	3	R	# PIV:distribucio
distribŭ	VERBO	N	X	N	KF	NLM	3	R	# PIV:distribŭi
ditografi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ditografio
diurezil	SUBST	N	N	N	KF	NLM	3	R	# PIV:diurezilo
divertikulektomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:divertikulektomio
divertikul	SUBST	N	N	N	KF	NLM	3	R	# PIV:divertikulo
diverĝec	SUBST	N	N	N	KF	NLM	3	R	# PIV:diverĝeco
diĝest	SUBST	N	N	N	KF	NLM	3	R	# PIV:diĝesto
docetism	SUBST	N	N	N	KF	NLM	3	R	# PIV:docetismo
dodekaedr	SUBST	N	N	N	KF	NLM	3	R	# PIV:dodekaedro
dodekafon	ADJ	N	N	N	KF	NLM	3	R	# PIV:dodekafona
dodekafoni	SUBST	N	N	N	KF	NLM	3	R	# PIV:dodekafonio
