apostol	SUBST	RELIGIO	apostolo	N	KF	NLM	2	P	# OK 宗教: 使徒 [PEJVO基本語]
apostrof	SUBST	N	apostrofo	N	KF	NLM	3	P	# OK 文法: アポストロフィー [PEJVO一般語]
apoteoz	SUBST	N	apoteozo	N	KF	NLM	3	P	# OK 宗教: 神格化 [PEJVO一般語]
apozici	SUBST	GRAMATIKO	apozicio	N	KF	NLM	3	P	# OK 文法: 同格 [PEJVO一般語]
april	SUBST	MONATO	aprilo	N	KF	NLM	2	P	# OK 月: 4月 [PEJVO基本語]
aprob	VERBO	N	aprobi	X	KF	NLM	2	P	# OK 動詞: 賛成する、是認する [PEJVO基本語]
apsid	SUBST	ASTRONOMIO	apsido	N	KF	NLM	4	P	# OK 天文: 軌道極点 [PEJVO]
arane	SUBST	ANIMALO	araneo	N	KF	NLM	2	P	# OK 動物: クモ [PEJVO基本語]
arbitr	ADJ	N	arbitra	N	KF	NLM	2	P	# OK 形容詞: 任意の、恣意的な [PEJVO基本語]
arbut	SUBST	FRUKTO	arbuto	N	KF	NLM	4	P	# OK 果物: アルブツスの実 [PEJVO]
ardez	SUBST	SXTOFO	ardezo	N	KF	NLM	3	P	# OK 鉱物: 粘板岩 [PEJVO一般語]
are	SUBST	N	areo	N	KF	NLM	3	P	# OK 数学: 区域、面積 [PEJVO一般語]
